cian_id,price_rub,rooms_count,total_area,kitchen_area,floor_number,floors_total,is_newbuilding,photos_count,district,metro_name,metro_minutes,address_full,lat,lon,jk_name,decoration,building_material,luxury_description,luxury_photo,luxury_reason
320393569,26511473,1.0,40.8,,8,49,True,3,Савеловский,Дмитровская,6.0,"Москва, САО, район Савеловский, 2-я Хуторская улица, 34",55.8061117666583,37.5698690523786,Симфония 34,preFine,monolith,50,47,
328783448,25582100,1.0,47.0,15.1,2,10,True,3,,Павшино,15.0,"Москва, ЗАО, Рублево-Архангельское мкр, СберCити ЖК, В16 кв-л",55.7892604157451,37.338891208587526,СберСити,without,monolithBrick,50,60,
328449998,56258800,3.0,80.6,12.1,21,25,True,3,Хорошево-Мневники,Серебряный Бор,12.0,"Москва, СЗАО, район Хорошево-Мневники, улица Берзарина, 37",55.7906208797839,37.4620747817528,Квартал Серебряный Бор,without,monolithBrick,50,36,
321697352,161000000,3.0,135.9,10.0,2,14,True,3,Мещанский,Достоевская,9.0,"Москва, ЦАО, район Мещанский, улица Советской Армии, 6",55.786571,37.617626,Barkli Park,,monolith,50,46,
326127218,121000000,2.0,91.4,,4,21,True,3,Пресненский,Улица 1905 года,13.0,"Москва, ЦАО, район Пресненский, улица Сергея Макеева, 9к1",55.760915,37.550208,RedSide,,monolith,50,52,
327918014,99550289,3.0,99.56,,14,87,True,3,Пресненский,Деловой центр,12.0,"Москва, ЦАО, район Пресненский, Краснопресненская набережная, 14с3",55.7524451835728,37.5435080869081,Дом Дау,without,monolith,50,55,
327823774,400000000,3.0,171.0,15.0,7,7,True,3,Тверской,Новослободская,6.0,"Москва, ЦАО, район Тверской, Селезневская улица, 22",55.780426,37.607466,Дом на Селезнёвской,,monolithBrick,50,41,
328712805,540000000,4.0,187.0,10.0,3,14,True,3,Хамовники,Спортивная,9.0,"Москва, ЦАО, район Хамовники, улица Усачева, 11",55.72746,37.570698,Садовые кварталы,,monolith,50,61,
328762969,36882000,2.0,60.0,5.8,2,41,True,3,Раменки,Кутузовская,18.0,"Москва, ЗАО, район Раменки, 1-й Сетуньский проезд, 8",55.7320009873338,37.541439180562,Hide,preFine,monolith,50,60,
328108077,275000000,3.0,106.3,20.0,3,15,True,3,Хамовники,Фрунзенская,8.0,"Москва, ЦАО, район Хамовники, Олсуфьевский переулок, 9к1",55.732702,37.579933,White Khamovniki,,monolith,50,50,
326175921,23546880,2.0,51.1,16.2,18,30,True,3,Строгино,Строгино,5.0,"Москва, СЗАО, район Строгино, улица Маршала Прошлякова, 12к2с1",55.7916817442633,37.390791674584,Строгино 360,preFine,monolith,50,65,
328134308,138890000,3.0,96.0,29.3,2,14,True,3,Пресненский,Белорусская,11.0,"Москва, ЦАО, район Пресненский, Тишинский Бульвар ЖК",55.7721200562894,37.5746372169183,Элитный квартал Тишинский бульвар,without,monolith,50,37,
329336571,21502800,1.0,38.5,18.5,4,20,True,3,Левобережный,Беломорская,19.0,"Москва, САО, район Левобережный, Северный порт ЖК",55.86280611870736,37.45961089268081,Северный порт. Береговые кварталы,preFine,monolith,50,53,
328967159,25283740,2.0,44.6,14.6,21,38,True,3,Южнопортовый,Волгоградский проспект,2.0,"Москва, ЮВАО, район Южнопортовый, Новоостаповская улица, 7к2",55.7246339910457,37.6849967804247,Первый Дубровский,fine,monolith,50,55,
328645635,26233590,1.0,41.9,,11,28,True,3,Лефортово,Римская,13.0,"Москва, ЮВАО, район Лефортово, Стоун Райз ЖК",55.7497379041794,37.685442678572,СТОУН Райз,without,monolithBrick,50,54,
323815859,91500000,3.0,89.0,35.0,12,31,True,3,Хорошевский,Петровский Парк,16.0,"Москва, САО, район Хорошевский, Ленинградский проспект, 37/5",55.793875,37.541018,Прайм Парк,,monolith,50,45,
328824323,500000000,5.0,260.4,20.0,5,7,True,3,Якиманка,Полянка,6.0,"Москва, ЦАО, район Якиманка, улица Большая Полянка, 9С2",55.740537,37.618237,Cloud Nine,,,50,41,
328042900,350000000,6.0,269.6,,5,5,True,3,Хамовники,Парк Культуры,6.0,"Москва, ЦАО, район Хамовники, улица Остоженка, 25",55.739706,37.597549,,,monolith,50,49,
327918011,136841925,4.0,133.79,,14,87,True,3,Пресненский,Деловой центр,12.0,"Москва, ЦАО, район Пресненский, Краснопресненская набережная, 14с3",55.7524451835728,37.5435080869081,Дом Дау,without,monolith,50,40,
326651339,37585440,3.0,60.7,4.3,4,41,True,3,Раменки,Кутузовская,18.0,"Москва, ЗАО, район Раменки, 1-й Сетуньский проезд, 8",55.7320009873338,37.541439180562,Hide,preFine,monolith,50,63,
326204980,33500000,2.0,49.0,12.0,8,19,True,3,Можайский,Давыдково,9.0,"Москва, ЗАО, район Можайский, Родина Парк ЖК, к3",55.7133542833965,37.4424411918166,Родина Парк,without,monolith,50,64,
313050157,54784016,4.0,116.9,8.4,2,22,True,3,Марьина роща,Марьина Роща,19.0,"Москва, СВАО, район Марьина роща, Полковая улица, 1к1",55.798561,37.598142,ПРАЙД,without,monolith,50,35,
329044056,160000000,4.0,250.0,30.0,9,57,True,3,Хорошевский,Аэропорт,10.0,"Москва, САО, район Хорошевский, Чапаевский переулок, 3",55.79848,37.520671,Триумф-Палас,,monolith,50,35,
326570812,69000000,2.0,50.0,8.0,3,6,True,3,Хамовники,Парк Культуры,10.0,"Москва, ЦАО, район Хамовники, Зубовская улица, 7",55.736934,37.583365,Roza Rossa,,monolith,50,39,
327543816,34102850,3.0,75.7,,2,46,True,3,Можайский,Давыдково,,"Москва, ЗАО, р-н Можайский, м. Давыдково",55.7096570476794,37.437424829358,Веер,without,monolith,50,35,
324832256,49507463,3.0,83.11,,3,17,True,3,Алексеевский,ВДНХ,,"Москва, СВАО, р-н Алексеевский, м. ВДНХ, Мира ЖК",55.8285747389105,37.6515543888853,МИРА,without,monolith,50,37,
328843571,27930540,1.0,41.9,,15,45,True,3,Обручевский,Калужская,8.0,"Москва, ЮЗАО, район Обручевский, Старокалужское шоссе",55.6592002809522,37.534802508565,СТОУН Грэйн,without,monolithBrick,50,54,
329371248,340000000,3.0,116.0,18.0,3,16,True,3,Хамовники,Спортивная,,"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 13",55.726157,37.57201,Садовые кварталы,,monolithBrick,50,51,
328428059,73000000,5.0,108.0,14.0,11,21,True,3,Беговой,Динамо,,"Москва, САО, р-н Беговой, м. Динамо, Ленинградский проспект, 29к2",55.785959,37.561859,Царская площадь,,monolith,50,54,
325366190,27981605,1.0,39.0,,2,22,True,3,Аэропорт,Красный Балтиец,12.0,"Москва, САО, район Аэропорт, Часовая улица",55.80853003736516,37.535460994054574,Дом на Часовой,without,monolith,50,49,
327891849,690320000,3.0,204.0,38.4,3,6,True,3,Хамовники,Кропоткинская,,"Москва, ЦАО, р-н Хамовники, м. Кропоткинская, 3-й Обыденский переулок, 1",55.742005340258,37.6042283644176,Клубный дом Обыденский №1,without,monolith,50,54,
329246565,33714694,3.0,72.36,,46,52,True,3,Печатники,Печатники,5.0,"Москва, ЮВАО, район Печатники, Ультима Сити ЖК",55.7019880595556,37.7143935159594,УЛЬТИМА Сити,without,monolith,50,54,
325990547,299900000,5.0,505.0,30.0,8,9,True,3,Басманный,Бауманская,17.0,"Москва, ЦАО, район Басманный, набережная Академика Туполева, 15",55.760692,37.68217,Каскад,,brick,50,44,
324832041,23498760,1.0,35.87,,3,24,True,3,Алексеевский,ВДНХ,,"Москва, СВАО, р-н Алексеевский, м. ВДНХ, Мира ЖК",55.8283433745239,37.6524217658836,МИРА,without,monolith,50,65,
329310559,17400000,2.0,46.9,9.5,4,12,False,3,Новогиреево,Новогиреево,,"Москва, ВАО, р-н Новогиреево, м. Новогиреево, улица Алексея Дикого, 5К1",55.748214,37.810027,,,block,50,36,
329043967,21500000,,34.0,,10,45,True,3,Хорошево-Мневники,Звенигородская,,"Москва, СЗАО, р-н Хорошево-Мневники, м. Звенигородская, Шелепихинская набережная, 38к5",55.767919,37.504088,Сидней Сити,,monolithBrick,50,39,
327477216,535000000,4.0,240.0,30.0,5,7,True,3,Хамовники,Парк Культуры,6.0,"Москва, ЦАО, район Хамовники, переулок Хилков, 1",55.736681,37.599319,Парк Палас,,monolithBrick,50,56,
328980111,25761157,2.0,56.89,,7,26,True,3,Покровское-Стрешнево,Тушинская,7.0,"Москва, СЗАО, район Покровское-Стрешнево",55.8296196758681,37.4393997949031,СИТИДЗЕН,without,monolith,50,62,
328712802,420000000,4.0,140.0,27.0,6,12,True,3,Хамовники,Спортивная,8.0,"Москва, ЦАО, район Хамовники, улица Усачева, 15",55.726836,37.570357,Садовые кварталы,,monolith,50,46,
326617006,135000000,3.0,178.0,20.0,7,10,True,3,Пресненский,Улица 1905 года,9.0,"Москва, ЦАО, район Пресненский, улица Климашкина, 17С2",55.767154,37.568066,Панорама,,monolith,50,54,
329051429,7450000,,15.6,,3,16,False,3,Даниловский,Тульская,,"Москва, ЮАО, р-н Даниловский, м. Тульская, Большая Тульская улица, 2",55.709028,37.620761,,,panel,50,56,
328830886,128000000,4.0,177.6,20.0,10,22,True,3,Хорошевский,Сокол,,"Москва, САО, р-н Хорошевский, м. Сокол, Чапаевский переулок, 3",55.79848,37.520671,Триумф-Палас,,monolith,50,65,
327035402,129369000,4.0,130.0,8.0,5,17,True,3,Беговой,Динамо,,"Москва, САО, р-н Беговой, м. Динамо, Ленинградский проспект, 29к1",55.785169,37.564033,Царская площадь,,monolith,50,53,
327263882,75000000,2.0,49.0,5.4,2,6,True,3,Замоскворечье,Новокузнецкая,10.0,"Москва, ЦАО, район Замоскворечье, Космодамианская набережная, 4/22",55.745585,37.638305,Клубный дом Космо 4/22,,monolithBrick,50,62,
326437825,165000000,3.0,138.0,60.4,10,14,True,3,Замоскворечье,Серпуховская,10.0,"Москва, ЦАО, район Замоскворечье, Мытная улица, 7с1",55.722142,37.618569,Английский квартал,,,50,56,
329390452,44000000,3.0,67.0,28.0,46,51,True,3,Пресненский,Шелепиха,,"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шмитовский проезд, 39к8",55.752425,37.525827,Headliner,,monolith,50,46,
326530140,298000000,4.0,136.3,,8,18,True,3,Хамовники,Воробьёвы горы,13.0,"Москва, ЦАО, район Хамовники, Коллекция Лужники ЖК",55.7145301007607,37.570851871778,КОЛЛЕКЦИЯ ЛУЖНИКИ,,monolith,50,59,
327651638,29425050,2.0,63.09,,14,41,True,3,Сокольники,Рижская,16.0,"Москва, ВАО, район Сокольники, улица Сокольнический Вал, 2АС1",55.7925026969383,37.6552555542137,Солос,without,monolith,50,39,
326888645,29657320,1.0,30.8,,2,15,True,3,Даниловский,Тульская,8.0,"Москва, ЮАО, район Даниловский, улица Серпуховский Вал, 7",55.7106672713854,37.6160945299505,Дом 7 Даниловский,preFine,monolithBrick,50,45,
318297474,50132040,3.0,77.8,,12,23,True,3,Ростокино,Ботанический сад,8.0,"Москва, СВАО, район Ростокино, Союз ЖК, к6",55.839177497253,37.6423995506368,СОЮЗ,without,monolithBrick,50,50,
325881772,515000000,6.0,343.0,30.0,4,6,False,3,Арбат,Библиотека им. Ленина,,"Москва, ЦАО, р-н Арбат, м. Библиотека им. Ленина, переулок Романов, 5",55.754583,37.608365,,,brick,50,54,
323000798,295000000,6.0,344.5,20.0,5,6,False,3,Арбат,Арбатская,,"Москва, ЦАО, р-н Арбат, м. Арбатская, Поварская улица, 26",55.754937,37.593686,,,panel,50,57,
321435302,170688600,2.0,86.6,,8,13,True,3,Мещанский,Сухаревская,5.0,"Москва, ЦАО, район Мещанский, Садовая-Сухаревская улица, 14",55.772993,37.627391,Клубный дом Форум,fine,monolithBrick,50,62,
327353999,130000000,4.0,143.0,20.0,18,29,True,3,Якиманка,Октябрьская,12.0,"Москва, ЦАО, район Якиманка, Мытная улица, 40к3",55.722776,37.61468,Sky House,,monolith,50,44,
322940039,392850000,2.0,145.5,,3,5,True,3,Тверской,Площадь Революции,2.0,"Москва, ЦАО, район Тверской, Богоявленский переулок, 3с1А",55.756227086405,37.6242221322616,Николь,preFine,monolith,50,40,
325333824,175000000,5.0,187.0,30.0,37,37,True,3,Хорошевский,Аэропорт,,"Москва, САО, р-н Хорошевский, м. Аэропорт, Ленинградский проспект, 37/6",55.794173,37.542213,Прайм Парк,,monolith,50,43,
320393770,25688534,,27.8,,30,36,True,3,Савеловский,Дмитровская,6.0,"Москва, САО, район Савеловский, 2-я Хуторская улица, 34",55.80577094598,37.5703113925196,Симфония 34,fine,monolith,50,64,
329224437,210805239,3.0,82.4,43.6,4,4,True,3,Хамовники,Фрунзенская,21.0,"Москва, ЦАО, район Хамовники, Саввинская набережная, 17",55.7346476689809,37.5656114318769,Саввинская 17,without,monolith,50,58,
327423094,49500000,3.0,70.0,28.0,5,7,True,3,Пресненский,Шелепиха,6.0,"Москва, ЦАО, район Пресненский, Шмитовский проезд, 39к3",55.752936,37.524345,Headliner,,monolith,50,36,
324952327,72000000,2.0,105.6,,23,76,True,3,Пресненский,Деловой центр,,"Москва, ЦАО, р-н Пресненский, м. Деловой центр, набережная Пресненская, 8с1",55.747115,37.539078,Город Столиц,,monolith,50,43,
325112502,35728428,3.0,79.6,,45,53,True,1,Свиблово,Ботанический сад,,"Москва, СВАО, р-н Свиблово, м. Ботанический сад, проезд Серебрякова, 11к2",55.848872,37.650388,Afi Tower,,monolith,50,43,
324708078,33988066,2.0,64.4,,7,44,True,3,Марьина роща,Марьина Роща,,"Москва, СВАО, р-н Марьина роща, м. Марьина Роща, улица 4-я Марьиной рощи, 10",55.7967828568022,37.6246855391791,Мод,,monolith,50,51,
327012588,21649512,1.0,40.38,,2,16,True,3,Преображенское,Преображенская площадь,7.0,"Москва, ВАО, район Преображенское, Жилой комплекс Преображенская площадь",55.7966538972563,37.7112403929781,Преображенская площадь,without,monolithBrick,50,58,
328488491,58000000,3.0,75.0,20.0,3,27,True,3,Раменки,Аминьевская,5.0,"Москва, ЗАО, район Раменки, улица Янковского, 1к1",55.69731,37.473725,Событие,,monolith,50,40,
325931784,68000000,3.0,93.0,5.0,5,6,True,3,Тверской,Новослободская,4.0,"Москва, ЦАО, район Тверской, Долгоруковская улица, 29",55.77715,37.602023,,,brick,50,56,
328655208,170000000,4.0,111.0,15.0,5,6,True,3,Замоскворечье,Новокузнецкая,10.0,"Москва, ЦАО, район Замоскворечье, Космодамианская набережная, 4/22",55.745585,37.638305,Клубный дом Космо 4/22,,monolithBrick,50,46,
319291220,66000000,4.0,105.0,20.0,12,16,False,3,Мещанский,Проспект Мира,,"Москва, ЦАО, р-н Мещанский, м. Проспект Мира, Протопоповский переулок, 16",55.779428,37.64074,,,brick,50,41,
320393638,88431338,4.0,132.6,,49,49,True,3,Савеловский,Дмитровская,,"Москва, САО, р-н Савеловский, м. Дмитровская, 2-я Хуторская улица, 34",55.8061117666583,37.5698690523786,Симфония 34,,monolith,50,38,
320395272,28508569,3.0,81.3,,9,59,True,3,Покровское-Стрешнево,Трикотажная,,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, проезд Проектируемый № 4089",55.8293658284096,37.4079110572431,Сити Бэй,without,monolith,50,36,
327078830,550000000,3.0,140.0,,8,8,True,3,Красносельский,Сретенский бульвар,5.0,"Москва, ЦАО, район Красносельский, Костянский переулок, 13",55.769367,37.635593,Клубный дом TURGENEV,,monolith,50,64,
325999348,44000000,3.0,67.0,27.0,43,51,True,3,Пресненский,Шелепиха,5.0,"Москва, ЦАО, район Пресненский, Шмитовский проезд, 39к6",55.754772,37.525802,Headliner,,,50,47,
320103824,64475972,2.0,45.8,,11,18,True,3,Дорогомилово,Москва-Сити,16.0,"Москва, ЗАО, район Дорогомилово, Бадаевский ЖК",55.7510330585728,37.5568619405047,Бадаевский,without,monolith,50,63,
328250768,55000000,3.0,64.4,22.0,17,22,True,3,Хорошево-Мневники,Терехово ,14.0,"Москва, СЗАО, район Хорошево-Мневники, улица Нижние Мневники, 16к5",55.750672,37.454375,Остров,,monolith,50,65,
328148710,400000000,3.0,199.0,61.0,2,6,True,3,Пресненский,Пушкинская,6.0,"Москва, ЦАО, район Пресненский, Богословский переулок, 12А",55.763493,37.599319,Сытинский,,monolith,50,56,
328476248,118471710,3.0,97.1,23.9,37,90,True,3,Пресненский,Деловой центр,4.0,"Москва, ЦАО, район Пресненский, 1-й Красногвардейский проезд, 13",55.7516098283246,37.5401708703906,Оне,preFine,monolith,50,44,
328639206,59000000,3.0,84.0,24.0,44,52,True,3,Раменки,Раменки,10.0,"Москва, ЗАО, район Раменки, Мичуринский проспект, 56",55.695804,37.485664,"Небо — Небоскребы на Мичуринском, 56",,monolith,50,56,
328655494,185000000,3.0,125.0,25.0,6,16,True,3,Раменки,Кутузовская,25.0,"Москва, ЗАО, район Раменки, Воробьевское шоссе, 4С1",55.727886,37.536356,Воробьёв Дом,,,50,44,
328221411,113291100,3.0,117.0,,2,15,True,3,Даниловский,Тульская,10.0,"Москва, ЮАО, район Даниловский, улица Серпуховский Вал, 7",55.71043388532093,37.61503590178034,Дом 7 Даниловский,preFine,monolithBrick,50,43,
325484369,19366652,2.0,51.04,9.9,2,30,True,3,Нижегородский,Стахановская,15.0,"Москва, ЮВАО, район Нижегородский, 2-й Грайвороновский проезд",55.72761768814276,37.742548547756826,Нижегородская от Гранель,without,monolith,50,49,
328243782,57000000,3.0,75.5,25.0,12,29,True,3,Филевский парк,Фили,4.0,"Москва, ЗАО, район Филевский парк, Багратионовский проезд, 5Ак1",55.743852,37.51034,Filicity,,monolith,50,59,
324923398,405000000,4.0,152.4,20.0,9,15,True,3,Хамовники,Фрунзенская,8.0,"Москва, ЦАО, район Хамовники, Олсуфьевский переулок, 9к1",55.732702,37.579933,White Khamovniki,,monolith,50,61,
319352551,405000000,4.0,152.4,15.0,9,15,True,3,Хамовники,Фрунзенская,8.0,"Москва, ЦАО, район Хамовники, Олсуфьевский переулок, 9к1",55.732702,37.579933,White Khamovniki,,monolith,50,54,
328251330,53000000,4.0,98.0,7.9,49,54,True,3,Очаково-Матвеевское,Мичуринский проспект,10.0,"Москва, ЗАО, район Очаково-Матвеевское, Озерная улица, 1к1/1",55.687675,37.473213,Левел Мичуринский,,monolith,50,43,
305062355,79940000,2.0,114.2,10.0,46,75,True,3,Пресненский,Москва-Сити,7.0,"Москва, ЦАО, район Пресненский, 1-й Красногвардейский проезд, 15",55.75052,37.539401,Меркурий Тауэр,,monolith,50,37,
322805619,165000000,4.0,138.2,12.0,36,41,True,3,Хорошевский,Аэропорт,13.0,"Москва, САО, район Хорошевский, Ленинградский проспект, 37/3",55.79307,37.541853,Прайм Парк,,monolithBrick,50,35,
329325767,390000000,4.0,167.5,20.0,6,7,True,3,Якиманка,Полянка,7.0,"Москва, ЦАО, район Якиманка, улица Большая Полянка, 44",55.73255,37.619522,Полянка/44,,monolithBrick,50,36,
328729488,288000000,5.0,192.0,,4,18,True,3,Раменки,Поклонная,19.0,"Москва, ЗАО, район Раменки, 2-й Мосфильмовский переулок, 5",55.723359,37.523204,Woods,,monolith,50,46,
329175250,205000000,3.0,163.0,,3,7,True,3,Хамовники,Кропоткинская,9.0,"Москва, ЦАО, район Хамовники, Сеченовский переулок, 3",55.740558,37.596498,Light House,,brick,50,35,
328818665,250000000,6.0,275.7,,10,38,True,3,Раменки,Ломоносовский проспект,15.0,"Москва, ЗАО, район Раменки, Мосфильмовская улица, 70к1",55.714663,37.504528,Воробьевы Горы,,monolith,50,60,
325832273,95000000,2.0,80.0,13.0,2,9,True,3,Пресненский,Пушкинская,13.0,"Москва, ЦАО, район Пресненский, улица Спиридоновка, 19",55.761664,37.590542,,,brick,50,56,
327323695,26992421,3.0,59.9,7.2,11,13,True,3,Печатники,Печатники,13.0,"Москва, ЮВАО, район Печатники, Адмирал ЖК",55.69702890173238,37.724676461653935,Адмирал,without,monolith,50,55,
327761462,65000000,3.0,102.0,,11,22,True,3,Щукино,Щукинская,14.0,"Москва, СЗАО, район Щукино, Щукинская улица, 2",55.809636,37.481927,Доминанта,,monolith,50,59,
328802442,27178410,2.0,35.7,,7,43,True,3,Даниловский,Павелецкая,16.0,"Москва, ЮАО, район Даниловский, проезд Жуков",55.7220358467541,37.6474187397073,Эра,without,monolith,50,52,
323699238,223746000,2.0,106.8,,3,8,True,3,Пресненский,Краснопресненская,12.0,"Москва, ЦАО, район Пресненский",55.7672983698639,37.5739024857739,Климашкина 7/11,without,monolithBrick,50,39,
327891756,131670000,4.0,126.0,33.6,12,14,True,3,Раменки,Минская,5.0,"Москва, ЗАО, район Раменки, проспект Генерала Дорохова, 39к2Е",55.715555,37.498267,Собрание клубных домов West Garden,rough,monolith,50,45,
326239428,56000000,2.0,51.0,20.0,20,34,True,3,Дорогомилово,Парк Победы,17.0,"Москва, ЗАО, район Дорогомилово, Поклонная улица, 9",55.734334,37.525324,Поклонная 9,,monolith,50,54,
328653620,999000000,5.0,350.0,30.0,5,7,True,3,Пресненский,Пушкинская,7.0,"Москва, ЦАО, район Пресненский, Малый Козихинский переулок, 11",55.764723,37.596722,У Патриарших,,monolith,50,58,
328438364,180745400,4.0,174.2,18.0,3,27,True,3,Замоскворечье,Павелецкая,7.0,"Москва, ЦАО, район Замоскворечье, Шлюзовая набережная, 2с1",55.732850797888105,37.64181065524984,Монблан,without,monolith,50,64,
328952213,96239999,1.0,55.65,,2,6,True,3,Замоскворечье,Павелецкая,14.0,"Москва, ЦАО, район Замоскворечье, Садовническая улица, 76/71С1",55.7386510538728,37.6400501772746,Садовническая 69,without,monolith,50,52,
329214083,226800000,2.0,75.6,,5,6,True,3,Якиманка,Новокузнецкая,10.0,"Москва, ЦАО, район Якиманка, Софийская набережная, 34С3",55.7463922322426,37.622796830688,Клубный дом DUO,preFine,monolithBrick,50,47,
326835369,95000000,2.0,80.0,12.0,2,9,True,3,Пресненский,Пушкинская,13.0,"Москва, ЦАО, район Пресненский, улица Спиридоновка, 19",55.761664,37.590542,,,brick,50,38,
329309215,145000000,5.0,165.1,15.0,6,17,True,3,Раменки,Университет,5.0,"Москва, ЗАО, район Раменки, Ломоносовский проспект, 25к2",55.695195,37.530229,Dominion,,monolith,50,45,
327900652,28278750,1.0,37.5,,16,41,True,3,Даниловский,Тульская,6.0,"Москва, ЮАО, район Даниловский, Аура ЖК",55.7069674893076,37.6186437962947,АУРА,without,monolith,50,52,
328402232,595000000,5.0,257.0,14.5,5,5,True,3,Хамовники,Кропоткинская,6.0,"Москва, ЦАО, район Хамовники, Нащокинский переулок, 7",55.747201,37.597756,Академия,,monolith,50,57,
324645979,65600000,3.0,83.6,,26,38,True,3,Хорошевский,Динамо,14.0,"Москва, САО, район Хорошевский, Ленинградский проспект, 37/2",55.792513,37.542689,Прайм Парк,,,50,62,
328904515,368146152,3.0,147.8,44.8,2,8,True,3,Хамовники,Парк Культуры,11.0,"Москва, ЦАО, район Хамовники, Большой Левшинский переулок",55.74141019821372,37.586046898147465,"Клубные резиденции Лёвшинский, 19",without,monolith,50,57,
321905708,511595000,3.0,217.7,,2,7,True,3,Арбат,Арбатская,4.0,"Москва, ЦАО, район Арбат, Староваганьковский переулок, 17С4",55.7510938461089,37.6058711693097,Кло 17,without,monolithBrick,50,60,
327891728,23580000,1.0,27.0,6.7,13,14,True,3,Раменки,Минская,5.0,"Москва, ЗАО, район Раменки, проспект Генерала Дорохова, 39к2М",55.714977,37.49771,Собрание клубных домов West Garden,rough,monolith,50,56,
328846304,725000000,5.0,323.0,30.0,29,34,True,3,Дорогомилово,Поклонная,9.0,"Москва, ЗАО, район Дорогомилово, Поклонная улица, 9",55.734334,37.525324,Поклонная 9,,monolithBrick,50,53,
328373574,338577750,4.0,124.5,,3,9,True,3,Пресненский,Краснопресненская,5.0,"Москва, ЦАО, район Пресненский",55.7572255061087,37.5769940330644,Дом Спорта,without,monolithBrick,50,49,
325459939,97568889,4.0,115.1,,7,34,True,3,Беговой,Белорусская,9.0,"Москва, САО, район Беговой, Ленинградский проспект, вл8",55.7806788746646,37.58093571031,Слава,without,monolith,50,65,
327078106,200000000,3.0,107.0,10.0,8,18,True,3,Хамовники,Фрунзенская,5.0,"Москва, ЦАО, район Хамовники, Комсомольский проспект, 32",55.7249,37.57687,,,monolithBrick,50,53,
329026651,270000000,4.0,207.0,,2,13,True,3,Дорогомилово,Парк Победы,,"Москва, ЗАО, р-н Дорогомилово, м. Парк Победы, улица Братьев Фонченко, 1к5",55.732692,37.51803,Victory Park Residences,,monolith,50,35,
323313275,450000000,5.0,225.15,,6,7,True,3,Пресненский,Баррикадная,11.0,"Москва, ЦАО, район Пресненский, Большая Никитская улица, 45",55.757526,37.590632,,,monolith,50,45,
327772504,48939964,3.0,86.2,10.1,19,24,True,3,Савеловский,Петровский Парк,15.0,"Москва, САО, район Савеловский, Старый Петровско-Разумовский проезд, 1",55.800022636626416,37.56500849206075,Петровский парк II,without,monolithBrick,50,57,
328259782,77504985,4.0,152.5,,14,29,True,3,Якиманка,Шаболовская,11.0,"Москва, ЦАО, район Якиманка, Мытная улица, 40к3",55.722776,37.61468,Sky House,unknown,monolith,50,45,
316936022,34327040,2.0,73.6,,33,37,True,3,Останкинский,Алексеевская,12.0,"Москва, СВАО, район Останкинский, улица Годовикова, 11к5",55.810466,37.624247,iLove,without,monolith,50,55,
327050362,56236800,3.0,87.0,,23,42,True,3,Даниловский,Тульская,6.0,"Москва, ЮАО, район Даниловский, Малая Тульская улица, 1",55.7067918116658,37.618718898147,АУРА,without,monolith,50,62,
327012897,41797352,3.0,79.0,,2,17,True,3,Преображенское,Преображенская площадь,7.0,"Москва, ВАО, район Преображенское, улица 1-я Бухвостова, 2к3",55.7989807149557,37.7115300715531,Преображенская площадь,without,monolithBrick,50,46,
326587486,27555510,2.0,58.0,21.6,26,33,True,3,Нагатино-Садовники,Коломенская,22.0,"Москва, ЮАО, район Нагатино-Садовники, 2-й Нагатинский проезд, 2/3",55.675352,37.639716,Второй Нагатинский,fine,monolith,50,62,
326018476,21378280,2.0,48.4,21.6,2,8,True,3,Западное Дегунино,Селигерская,11.0,"Москва, САО, район Западное Дегунино, Онежский Вал ЖК, 1.1.2",55.85881680233618,37.54435063159756,Онежский вал,fine,monolith,50,40,
326563124,17715280,1.0,32.8,,8,48,True,3,Покровское-Стрешнево,Тушинская,6.0,"Москва, СЗАО, район Покровское-Стрешнево, Ситидзен ЖК, Парус кв-л",55.83029872360717,37.436683005724035,СИТИДЗЕН,preFine,monolith,50,36,
324904292,64000000,3.0,80.0,20.9,3,27,True,3,Пресненский,Белорусская,14.0,"Москва, ЦАО, район Пресненский, улица Пресненский Вал, 27к5",55.7733049087632,37.5711096713749,Репаблик,fine,monolith,50,46,
327891780,41180000,2.0,63.0,21.4,24,26,True,3,Марфино,Бутырская,12.0,"Москва, СВАО, район Марфино, улица Академика Королева, 21",55.8205830303055,37.6022541586287,Дом Достижение,without,monolith,50,37,
328465079,19532310,,28.1,,15,24,True,3,Сокольники,Сокольники,14.0,"Москва, ВАО, район Сокольники, улица Гастелло",55.78311845766332,37.690904402792526,СТОУН Сокольники,without,monolithBrick,50,45,
328238671,139000000,3.0,140.0,40.1,10,34,True,3,Раменки,Ломоносовский проспект,4.0,"Москва, ЗАО, район Раменки, Мосфильмовская улица, 8",55.723592,37.527256,Дом на Мосфильмовской,,monolith,50,45,
329370599,18509436,1.0,29.14,,22,52,True,3,Печатники,Печатники,5.0,"Москва, ЮВАО, район Печатники, Ультима Сити ЖК",55.7019880595556,37.7143935159594,УЛЬТИМА Сити,without,monolith,50,64,
318757099,155000000,2.0,75.0,25.1,6,8,True,3,Якиманка,Новокузнецкая,11.0,"Москва, ЦАО, район Якиманка, Софийская набережная, 34",55.747287,37.622783,Софийский,,monolithBrick,50,64,
